German,English
beantworte,answer
baltimore,Baltimore
shirley,shirley
connie,connie
netzwerk,network
moses,Moses
entstehen,arise
ingalls,ingalls
lauten,ring
fasziniert,fascinated
tv4user,tv4user
ehrliche,honestly
akademie,academy
grünes,green
branche,business
rudy,rudy
soße,sauce
situationen,situations
entführer,hijacker
ewigen,everlasting
erzeugt,generated
fünften,fifth
dtv,dtv
registriert,registered
basketball,basketball
abgesetzt,discontinued
irgendwelchen,any
vorsitzender,chairman
bedürfnisse,needs
suite,suite
mhm-hm,mhm-hm
regieren,govern
barkeeper,barkeeper
ausgemacht,turned off
fritz,fritz
dateien,Files
dixon,dixon
gegründet,founded
wolke,cloud
wall,rampart
umgang,handling
schenk,gift
festen,firm
erziehung,education
agentin,agent
marines,marines
hasen,Rabbits
institut,institute
mittleren,middle
hingerichtet,executed
lenken,to steer
angewiesen,reliant
überlebende,survivor
bass,bass
pearl,pearl
lahm,lame
basiert,is based
rasieren,shave
angeordnet,disposed
gewalttätig,violent
untergang,downfall
flach,flat
autogramm,autograph
schwule,gay
kompanie,company
casino,casino
solches,such
sackgasse,dead end
einbrecher,housebreaker
stehenbleiben,stop
erwartungen,expectations
flüssigkeit,liquid
erraten,guess
verkaufst,sell
vorsprung,head Start
zahlst,pay
verkäufer,Seller
zukommen,get
abdrücke,footprints
kurve,Curve
kämpfst,fight
les,les
verziehen,warp
invasion,invasion
pissen,piss
klarer,clear
herrschen,to rule
prince,prince
zylonen,Cylons
donnie,donnie
giles,giles
outfit,outfit
prinzipien,principle
rühr,stir
entzückend,lovely
reinen,pure
drecksack,dirty bastard
frischen,fresh
corabeth,corabeth
höhepunkt,Climax
elsa,elsa
geduldig,patiently
rio,rio
pest,pest
wenigsten,least
beschwert,complains
natürliche,natural
erzeugen,produce
fürchterlich,terribly
veröffentlichen,publish
tv4user.de,tv4user.de
wunderbares,wonderful
isaac,isaac
unglücklicherweise,Unfortunately
ratschläge,advices
erstickt,muffled
vagina,vagina
scharfe,sharp
nutten,housewives
äpfel,apples
zoll,inch
region,region
zuliebe,sake
riefen,cried
wachmann,security guard
gipfel,summit
geübt,practiced
d.j.,D.J.
jammer,misery
lädt,invites
galerie,gallery
enkelin,granddaughter
mönch,monk
tinte,ink
journalist,journalist
glückspilz,lucky one
platzen,burst
ego,ego
reinste,purest
news,news
aspirin,aspirin
right,right
andre,andre
früchte,fruit
bart.,beard.
gewähren,grant
prophezeiung,prophecy
winzig,tiny
light,light
tonnen,metric tons
lizenz,license
maßnahmen,activities
ermittelt,determined
stufen,stages
w,w
joy,joy
lüg,lie to
who,who
student,University student
absetzen,drop
schwindel,dizziness
national,national
fanny,fanny
vorgeschlagen,proposed
arbeitslos,unemployed
borg,borg
getränke,beverages
ick,ick
joyce,joyce
änderte,changed
philadelphia,Philadelphia
pfoten,paws
ausländer,Foreigners
häng,hang
clyde,clyde
kalender,calendar
isabelle,isabelle
hannibal,hannibal
brüdern,brothers
überstunden,overtime
angehört,belongs
langweilen,to bore
deutet,indicated
griffin,griffin
friseur,hair stylist
oberen,top
fertigmachen,get ready
they,They
teure,expensive
silas,silas
gedroht,threatened
ana,ana
ermordung,assassination
maura,maura
komischen,comic
bestimmtes,specific
diskret,discreet
kriechen,crawl
weißes,white
luthor,luthor
hinüber,over
zauberei,sorcery
wünschst,want
nadia,nadia
biss,bite
komischer,strangely
hotelzimmer,Hotel room
delta,delta
chinesischen,Chinese
beängstigend,frightening
hills,hills
quentin,quentin
frequenz,frequency
vorhast,intend
tödliche,deadly
summer,buzzer
verband,Association
gebucht,booked
investieren,invest
website,website
diät,diet
benimm,behave
vergangenen,past
rodney,rodney
verbringe,spend
zukünftige,future
kong,kong
ehemalige,former
ch00ff00,ch00ff00
aufklären,enlighten
kämen,would
unauffällig,inconspicuous
gefälscht,FALSE
geier,vulture
anschuldigungen,accusations
sal,sal
restlichen,remaining
tomaten,tomatoes
gonna,gonna
philosophie,philosophy
liebten,loved
programmiert,programmed
shawn,shawn
festgestellt,detected
fällig,due
kneipe,pub
bezahlst,pay
beende,exit
fehlst,miss
vornehmen,make
sumpf,swamp
apotheke,pharmacy
internationale,international
liefert,provides
wehen,blow
bastarde,bastarde
erstochen,stabbed
schiffes,ship
manuel,manuel
nördlich,north
american,american
körpers,body
schal,scarf
anklagen,accuse
schlagt,beat
entscheidest,decide
sammelt,collects
gegenzug,return
vorzubereiten,prepare
enttäuschung,disappointment
unterkunft,accommodation
freilassen,set free
grau,Gray
hunt,hunt
verlobter,fiance
niere,kidney
kratzen,scratch
altar,altar
erstaunt,amazed
d.c.,d.c.
ausbruch,outbreak
tuch,cloth
fahne,banner
beleidigung,insult
bedeutete,meant
verhält,behave
unheimliche,uncanny
unsterblich,immortal
hohes,high
evakuieren,evacuate
produziert,produced
nachfolger,successor
blicke,look
vorschläge,proposals
chauffeur,chauffeur
englische,English
ironie,irony
ausreichend,sufficient
hit,hit
anderthalb,one and a half
erlösung,salvation
käfer,Beetle
küsschen,Peck
eugene,eugene
auslöschen,efface
ihretwegen,because of them
limonade,lemonade
hedley,hedley
billige,cheap
tequila,tequila
schlachtfeld,battlefield
knight,knight
gemäß,according to
angreifer,attacker
hingegangen,gone
dns,dns
zero,zero
liefen,walked
schale,Bowl
restaurants,restaurants
ausfindig,find
mills,mills
angriffe,attacks
rotes,red
percy,percy
modernen,modern
motto,motto
eintritt,entry
bh,bra
betroffen,affected
misstrauisch,suspiciously
verwirrend,confusing
kapelle,chapel
starkes,strong
brick,brick
gebetet,prayed
einrichten,set up
ausnutzen,exploit
kinn,chin
frisches,fresh
quatschen,chatter
automatisch,automatically
chad,chad
körperverletzung,Mayhem
spritzen,splash
einwohner,population
renn,race
pink,pink
chen,chen
gezeichnet,drawn
anständige,decent
steif,stiff
rekord,record
durchgeknallt,crazy
foltern,torture
erspart,save
kuba,Cuba
bräuchten,would need
überdosis,overdose
armband,bracelet
bert,bert
adoptiert,adopted
komplizen,complicity
ehemaligen,former
department,department
einschalten,turn on
handschrift,handwriting
ältesten,oldest
assistenten,assistants
großartigen,great
männlich,male
übernimmst,take over
übrigen,other
klaviermusik,piano music
ash,ash
viktor,viktor
judith,judith
gemietet,rented
mischung,mixture
luxus,luxury
schwung,momentum
vicky,vicky
hochgehen,go up
wegtreten,fall out
stargate,stargate
carlo,carlo
beherrscht,controlled
grippe,flu
informanten,informants
mm-hmm,mm-hmm
hülle,shell
side,side
floh,escaped
kit,kit
fitz,fitz
nudeln,noodles
schaf,sheep
uhrzeit,time of day
zigarre,cigar
tänzerin,dancer
einkaufszentrum,shopping mall
vollmond,full moon
mexikaner,Mexican
piepst,beeps
gestoppt,stopped
gray,gray
eingerichtet,furnished
umarmung,hug
rohr,pipe
batterien,batteries
ella,ella
spende,donation
julius,julius
mumm,spunk
gans,goose
leuchten,to shine
alien,alien
dom,cathedral
geriet,came
unterzeichnet,signed
operationen,operations
schütteln,shake
vermissten,missing
angespannt,tense
folgenden,following
fantastische,fantastic
fies,nasty
warp,warp
heilt,heals
auswirkungen,effects
geschlecht,gender
buchhalter,Accountant
drache,Dragon
computerlogbuch,computer logbook
deuten,interpret
bildung,education
aufbewahrt,kept
persönlicher,personal
erpresst,blackmailed
sang,sang
hinbringen,bring up
amerikanischer,American
üble,bad
einfaches,simple
angesetzt,recognized
mmm,mmm
hudson,hudson
josef,Joseph
reagan,reagan
volltreffer,bull's-eye
jonah,jonah
totaler,total
robinson,robinson
zustößt,happens
herrschaft,rule
verhören,interrogate
unverzüglich,immediately
christina,christina
bemüht,effort
aufgefunden,found
unfähig,unable
stellten,featured
mi,Wed.
ursprünglich,originally
distanz,distance
rufus,rufus
verheimlichen,conceal
verstorben,deceased
göttern,gods
hunden,dogs
letztens,recently
jasper,jasper
napoleon,Napoleon
joshua,joshua
billigen,approve
verschont,spared
rendezvous,date
empfehlung,recommendation
handgelenk,wrist
boten,offered
unterzeichnen,sign
belasten,encumber
speziellen,special
literatur,literature
landete,landed
gelangt,reaches
cooler,cooler
quer,crosswise
satelliten,satellite
triff,Meet
analysieren,analyze
zuhälter,pimp
zutiefst,deeply
geleitet,directed
schlachten,Butcher
angestellte,employee
gestalten,shape
köpfen,behead
stipendium,scholarship
illegale,illegal
vergiften,poison
here,here
feiert,celebrates
bewundern,admire
herbert,herbert
furchtbaren,fearful
hüfte,hip
involviert,involved
wurf,throw
maschinenraum,machine room
inspiration,inspiration
ohio,Ohio
samen,seed
hinterhalt,ambush
gewahrsam,custody
schweres,heavy
einatmen,breathe in
zurückhalten,restrain
schlampen,be sloppy
parfüm,Perfume
präsidentin,chairwoman
abe,abe
entlassung,dismissal
todesstrafe,death penalty
ausgebrochen,erupted
wegfahren,drive away
sultan,sultan
hauch,whiff
abstellen,Off
pornos,pornos
erklärte,explained
produzieren,to produce
müller,miller
gehängt,hanged
weinte,cried
routine,routine
merci,merci
nellie,nellie
xander,xander
schneid,cutting
kluge,clever
heart,heart
ländern,countries
bevorzuge,prefer
ctu,ctu
umkreis,perimeter
beschwerden,complaints
teufels,devil
brooke,brooke
genehmigt,approved
bildern,images
scheißen,shit
schenkte,gave
erschlagen,slay
irland,Ireland
yard,yard
journalisten,journalists
fände,would find
zurückkomme,come back
ärmel,sleeve
fließen,flow
arabisch,Arabic
verfolge,follow
juckt,itchy
männliche,male
klingonen,sounding ones
zerrissen,torn
tausch,exchange
schlaganfall,stroke
johannes,john
popcorn,Popcorn
gärtner,gardener
bläst,blows
jet,jet
chester,chester
garantie,guarantee
ändere,change
jessie,jessie
anstand,decency
power,power
junkie,junkie
vati,dad
topf,pot
packe,pack
knöpfe,Buttons
aussehe,look
verabschiedet,adopted
bedürfnis,desire
nähen,sew
sprecher,speaker
chemie,chemistry
hinweisen,Clues
stumm,mute
zusammenhalten,stick together
geradezu,almost
mitzunehmen,take
weite,width
lori,lori
rippen,rib
kühl,cool
dahinten,back there
techniker,technician
abel,abel
betet,pray
beachten,note
baute,built
bonjour,bonjour
schecks,checks
ausgabe,output
boyd,boyd
vermasseln,screw up
nötige,necessary
südlich,southern
gramm,gram
laken,sheet
bildet,forms
bewahre,beware
leises,slight
g.,G.
lastwagen,truck
kritik,criticism
stürzte,crashed
behält,reserves
sofern,provided
vermisste,missing
entsetzlich,terrible
francine,francine
ermittler,investigator
nikki,nikki
aufgestanden,got up
fälschung,forgery
visiontext,vision text
abschnitt,section
hausarrest,house arrest
sensibel,sensitive
album,album
lebewesen,Creature
lösegeld,ransom
verwechselt,mistaken
prügeln,beat
regnen,rain
weichen,give way
point,point
pussy,pussy
anvertrauen,entrust
ollie,ollie
kuppel,dome
verließen,leaving
jakob,James
besuchte,visited
gewerkschaft,labor union
herhören,herhören
vorbeigekommen,passed
stärken,strengthen
hinzu,in addition
wrack,wreck
knarren,creak
treibstoff,fuel
signale,signals
nachkommen,progeny
hoppla,Oops
verborgen,hidden
belegt,occupied
babylon,Babylon
waisenhaus,orphanage
brasilien,Brazil
bitteschön,May I help you
wurmloch,wormhole
alters,age
deb,deb
fee,fairy
milton,milton
quarantäne,quarantine
kommunisten,communists
stiftung,"Foundation, endowment"
milo,milo
gestapo,gestapo
verreisen,travel
halleluja,Hallelujah
süchtig,addicted
jammern,whine
hofft,hopes
wertvolle,valuable
maulwurf,mole
konflikt,conflict
turnier,competition
gebacken,baked
rauszufinden,find out
taube,Dove
mais,Corn
nüsse,nuts
trieb,shoot
eigenschaften,characteristics
feder,feather
sänger,Singer
elias,Elias
dessert,dessert
rathaus,town hall
drohungen,threats
bewirken,effect
mörderin,murderess
u,u
edith,edith
wanne,tub
durchkommen,get through
reid,reid
mandy,Mandy
vertraute,familiar
schätzt,estimates
freuden,delights
dauer,duration
regt,upset
verbessert,improved
unerwartet,unexpectedly
drogendealer,Drug dealer
gefährlichen,dangerous
fach,subject
verdanke,owe
wohnungen,Apartments
commissioner,commissioner
cross,cross
kragen,collar
schwachen,weaknesses
mercedes,Mercedes
klirren,clink
valentinstag,valentine's Day
anstelle,instead of
plane,plans
reizende,lovely
höheren,higher
markiert,marked
ehrenwort,word of honor
cheers,cheers
schlamm,mud
wälder,forests
diner,dinner
handlung,plot
costa,costa
versauen,mess up
klassiker,classic
stange,pole
empfohlen,recommended
cynthia,cynthia
gaby,gaby
rauswerfen,kick out
mechaniker,mechanic
beichten,confess
abkürzung,abbreviation
professionell,professional
begräbnis,funeral
verführen,seduce
meinerseits,my part
valerie,valerie
françois,françois
magischen,magic
ellis,ellis
dienstmädchen,maid
chirurg,surgeon
wal,whale
paare,pairs
center,center
sähe,would look
aufgemacht,opened
leide,suffer
amüsant,amusing
obersten,topmost
fletcher,fletcher
gerührt,touched
schwänze,tails
chff00ff,chff00ff
note,grade
datei,file
zugleich,at the same time
nackte,naked
doppelten,double
bewundert,admired
dimension,dimension
quere,cross
wecker,alarm clock
entstanden,arose
kreischen,screech
vivian,vivian
läden,shops
ios,ios
lobby,lobby
umgezogen,moved
angeklagte,accused
perlen,bubble
schwulen,gay
dutzende,dozens
simmons,simmons
aufgezogen,raised
campus,campus
herd,stove
hospital,hospital
leichtes,light
rich,rich
gegrüßt,Greetings
aufsicht,at sight
hündchen,pooch
gegenstand,object
tageslicht,daylight
emotionale,emotional
clean,clean
cassie,cassie
sünder,sinner
beträgt,is
wunderschönes,beautiful
schickst,send
weiblichen,female
rauszuholen,rauszuholen
kapier,figure it
rausgeholt,rausgeholt
entworfen,designed
eingenommen,occupied
daphne,daphne
mochten,want
köchin,cook
willi,willi
beichte,confession
seven,seven
marina,marina
ausliefern,deliver
perfektes,perfect
glücklichen,happy
wodurch,whereby
entsprechend,corresponding
umher,around
erica,erica
wurst,sausage
notiz,note
vorsprechen,audition
bekannter,known
antrieb,drive
zwerge,zwerge
trösten,to comfort
armut,poverty
verbannt,relegated
parade,parade
konzentriere,focus
angefahren,hit
kindisch,childish
krüppel,cripple
kreisen,revolve
bestrafung,punishment
araber,Arab
klebt,sticks
perücke,wig
gemma,gemma
hummer,lobster
se,se
june,june
wimmert,whimpers
drittel,one-third
budget,budget
lieferwagen,delivery trucks
shannon,shannon
zurückgebracht,brought back
verschwiegen,discreet
drang,urge
redeten,talking
chi,chi
herzukommen,come here
anhängen,attach
einsame,lonely
wu,wu
wraith,wraith
erwartete,expected
tierarzt,vet
cousins,cousins
zudem,moreover
sturz,fall
rusty,rusty
untergehen,perish
gelang,succeeded
wasch,wash
schmutzigen,dirty
abkommen,agreement
tänzer,dancer
dürften,likely
erstatten,refund
verarbeiten,to process
verfügbar,available
autobahn,Highway
mandant,client
clubs,clubs
lukas,lukas
widmen,dedicate
sprichwort,saying
hierfür,therefor
vergeltung,retribution
hardy,hardy
gekleidet,dressed
fotografiert,photographed
knallen,to pop
wichtigeres,more important
immerzu,all the time
schuldgefühle,guilt feelings
schnurrbart,moustache
genügen,suffice
rumlaufen,run around
brötchen,bun
flut,flood
haushalt,household
angelo,angelo
cleveland,Cleveland
ministerium,ministry
aufgestellt,placed
est,est
anker,anchor
wang,wang
qual,torment
rauschen,sough
debatte,debate
informant,informant
masse,Dimensions
insekten,insects
lud,invited
glotzt,staring
rückseite,back
spezialität,specialty
schimmer,shine
mordfall,murder case
verbieten,to forbid
terrorist,terrorist
sirenen,sirens
theorien,theories
kichern,giggle
positive,positive
gestresst,stressed out
korea,Korea
zeitschrift,magazine
wildnis,wilderness
s.h.i.e.l.d.,s.h.i.e.l.d.
menschlicher,human
schlamassel,mess
behindert,with special needs
überbringen,deliver
reingezogen,inveigled
mitzuteilen,tell
zurückkam,came back
abstimmung,poll
dritt,third
senat,senate
mittags,at lunchtime
marshal,marshal
bridge,bridge
price,price
raucht,smokes
veranstalten,organize
jahreszeit,season
zusätzliche,additional
want,want
drucken,to press
segel,sail
crowley,crowley
bezahlte,paid
überflüssig,superfluous
taschentuch,Handkerchief
square,square
rockmusik,rock music
beschleunigen,accelerate
wählte,selected
lustiger,funnier
marian,Kostas
glocken,bell
tennis,tennis
seither,since
christen,christen
überqueren,cross
kreuzung,crossing
häusern,houses
weiche,soft
trudy,trudy
punkten,points
henderson,henderson
verpasse,miss
potter,potter
reinlegen,to trick
jeep,jeep
gefilmt,filmed
hamilton,hamilton
bucht,bay
bildschirm,screen
saufen,drink
gehackt,chopped
eminenz,eminenz
mailbox,mailbox
münchen,Munich
erschoss,shot
jenkins,jenkins
attentat,attack
garrett,garrett
verschwendung,waste
bemerkte,noticed
miesen,lousy
zischen,hiss
helf,helf
geschirr,dishes
ähnlichkeit,similarity
feiglinge,cowards
spass,fun
lächelt,smiles
klaut,steals
setzten,translated
bon,receipt
entwischt,escaped
rauchst,smoke
masken,masks
schwimmt,floats
ausgezeichnete,excellent
vorname,First name
schwitzen,sweat
ginger,ginger
bourbon,bourbon
haust,lives
befand,was
lacey,lacey
elefant,elephant
annähernd,nearly
gewebe,tissue
unterschätzt,underrated
sternzeit,sidereal time
wachte,cornice
barbie,Barbie
eichhörnchen,squirrel
zerbrechen,break
poker,poker
wechsel,change
lesbe,lesbian
cordelia,cordelia
konten,accounts
schleichen,to sneak
strasse,road
höschen,panties
jüngsten,recent
niedrig,low
sonja,sonja
klimaanlage,air conditioner
vulkan,volcano
thea,thea
anbetracht,anbetracht
lesbisch,lesbian
cristina,cristina
platziert,placed
abgrund,Abyss
zeichnungen,drawings
sinken,fall
hamburg,Hamburg
trauern,mourn
abreise,departure
dates,dates
bette,bette
klemmt,caught
ansehe,look
lin,lin
passend,suitable
sidney,sidney
mittagspause,lunch break
wettkampf,competition
verschluckt,swallows
limo,soda
erhebt,rises
beneide,envy
beschwerde,complaint
erregen,irritate
überwältigt,overwhelmed
turtle,turtle
nypd,nypd
benannt,named
begrüßt,welcomes
trommeln,drums
burns,burns
hayes,hayes
fortsetzen,continue
geplatzt,burst
pan,pan
mildred,mildred
erschieße,shoot
locke,curl
nachnamen,last name
anpassen,to adjust
altmodisch,old-fashioned
teurer,expensive
feuerzeug,lighter
trau,trust
serienmörder,serial killer
georges,georges
dr,dr
durchgegangen,gone through
beseitigt,eliminates
alkoholiker,alcoholic
laßt,leaves
ganzem,all my
elemente,elements
feinden,enemies
rückweg,way back
amelia,amelia
abigail,abigail
heimweg,way home
menschlichkeit,humanity
signora,signora
geheimnisvolle,mysteriously
mcgee,mcgee
befolgt,followed
abreisen,leave
premiere,premiere
schwingen,swing
initiative,initiative
from,from
felicity,felicity
sexuellen,sexual
geschäftsführer,executive Director
telefone,phones
peterson,peterson
strafzettel,parking ticket
gelobt,praised
uniformen,uniforms
beschissener,crappy
pulver,powder
welpen,puppies
angesprochen,addressed
kung,kung
angenehme,pleasant
kostüme,costumes
nachmittags,in the afternoon
lebewohl,farewell
reporterin,reporter
crystal,crystal
nikita,nikita
vorwand,pretext
genervt,annoyed
kreditkarten,credit cards
durstig,thirsty
eintreffen,arrive
nationalen,national
mitteln,submit
trauma,trauma
beobachtung,observation
aufhält,stays
dergleichen,like
erwacht,awakes
schlaft,is sleeping
lebenslauf,curriculum vitae
anrufbeantworter,Answering machine
feiner,fine
verschoben,postponed
zumachen,close
relativ,relative
wes,whose
rücksicht,consideration
lamm,lamb
pier,pier
widersprechen,contradict
erwische,catch
dachboden,attic
bradley,bradley
keinesfalls,under no circumstances
duck,duck
bislang,so far
retter,savior
transportieren,transport
anrief,phoned
aufpasst,watching
braune,tan
spontan,spontaneous
prächtig,magnificently
galactica,galactica
verreist,out of town
jahrhunderten,centuries
pullover,pullover
ansprechen,speak to
frischer,fresh
queens,queens
moon,moon
spitzel,spy
schnellste,fastest
bemühungen,efforts
dreckiger,dirty
büros,offices
unfälle,accidents
beamte,Officer
angeschlossen,affiliated
unterschiedliche,different
kluger,smarter
stürmen,storm
jedi,jedi
begreife,understand
fersen,heels
vorbereitungen,preparations
fortfahren,Continue
produzent,producer
zwischenfall,incident
zurückgezogen,withdrawn
autsch,Ouch
ivy,ivy
riesiger,giant
vorhänge,curtains
pflege,maintenance
rauslassen,let out
kermit,kermit
golden,golden
nachforschungen,investigations
erfahre,experience
kanzler,chancellor
jin,jin
stößt,encounters
austin,austin
sahne,cream
binde,tie
zwiebeln,onions
schlitten,sled
jahrhunderte,centuries
talente,talents
läßt,leaves
rennst,running
kay,kay
erbarmen,mercy
verkünden,proclaim
vorgestern,the day before yesterday
betreiben,operate
starsky,starsky
mindeste,least
mimi,mimi
andrews,andrews
singst,sing
einsätze,Calls
nötigen,force
egon,egon
bemerkenswert,remarkable
warmes,warm
dinosaurier,dinosaur
wahrscheinlichkeit,probability
worin,wherein
rabbi,rabbi
nachfrage,demand
unwohl,unwell
pony,pony
materie,matter
verpisst,verpisst
leuchtet,shines
wehtut,hurting
unterwelt,underworld
irrt,errs
prüfungen,exams
vertrieben,expelled
haustür,front door
neuigkeit,news
gereicht,enough
weigert,refuses
semester,semester
unternommen,done
gespart,saved up
geerbt,inherited
starbuck,starbuck
glanz,shine
fähre,ferry
betäubt,stunned
arrogant,arrogant
ausgeliefert,delivered
gästen,guests
holland,Holland
zuzusehen,watch
fotograf,photographer
eigentümer,owner
hinkriegen,fix
speed,speed
realistisch,realistic
vaughn,vaughn
kindergarten,kindergarten
riesiges,huge
pub,pub
bedrückt,depressed
streitet,arguing
deckt,covers
kassette,cassette
mack,mack
arrow,arrow
vergebe,forgive
said,Said
fish,fish
kandidat,candidate
klempner,plumber
blaues,blue
ängste,fears
litt,suffered
verliebte,amorous
befahl,ordered
spaghetti,spaghetti
franzose,Frenchman
dunkler,dark
zukünftigen,future
anzubieten,offer
gesendet,sent
tobias,tobias
schlauch,tube
einstein,Einstein
gelähmt,paralyzed
grillen,grilling
landschaft,landscape
funktion,function
anonym,anonymous
albträume,nightmares
träum,dream
facebook,facebook
mh,mh
veranstaltung,event
mount,mount
verpflichtungen,liabilities
sinclair,sinclair
rue,rue
schülerin,pupil
innerlich,inwardly
künstlerin,artist
madrid,Madrid
schöpfer,Creator
regiert,governed
aufschreiben,write down
erleichterung,relief
ava,ava
auktion,auction
regal,shelf
fakt,fact
christi,christi
niveau,level
fahndung,manhunt
friede,peace
erlitten,suffered
mathematik,mathematics
nasa,NASA
bittest,ask
psycho,psycho
matratze,mattress
tretet,transgress
mordwaffe,murder weapon
finanzielle,financial
bänder,bands
detectives,detectives
wieviele,how many
undercover,undercover
herzustellen,make
arbeitgeber,employer
werkzeuge,tools
frankenstein,frankenstein
beruhigungsmittel,sedative
ingrid,ingrid
coulson,coulson
trugen,carried
kurzfristig,short term
spannungsvolle,exciting
clayton,clayton
kämpften,fought
erlangen,gain
weltall,space
nanu,nanu
vertuschen,cover up
weckt,arouses
gewagt,daring
nieren,kidneys
zinsen,interest
hutch,hutch
einpacken,wrap up
monty,monty
ballon,balloon
verflixt,darn
herkam,came from
rudel,pack
gregory,gregory
horizont,horizon
sofia,Sofia
durften,were allowed
zusätzlich,additionally
dekan,dean
verträge,contracts
umzug,move
brady,brady
sängerin,singer
wäldern,woods
darstellen,represent
limousine,limousine
fracht,freight
zurückzukommen,return
morty,morty
gedenken,commemorate
aufgeschrieben,wrote
handlungen,actions
struktur,structure
kerker,prison
aufzupassen,take care
hüten,guard
christ,Christian
unverschämt,outrageous
durchschaut,seen through
mögt,Mögt
nachname,Surname
händchen,hands
calvin,Calvin
birne,pear
vorgesehen,intended
gnädig,mercifully
nachgesehen,looked
predigt,sermon
versehentlich,inadvertently
schwerter,swords
erwiesen,proven
software,software
einschlagen,strike
schiebt,shoves
geahnt,suspected
tätig,active
abgestürzt,crashed
eingriff,intervention
politisch,politically
gewöhnliche,ordinary
stärkste,strongest
zuflucht,refuge
generator,generator
union,union
raven,raven
ungeduldig,impatient
unklar,not clear
suspendiert,suspended
arbeitsplatz,Workplace
treppen,stairs
matty,matty
vereinen,unite
bruch,fracture
metern,meters
fällst,fall
unruhig,restless
schlechteste,worst
platzt,bursts
plastik,plastic
abgerissen,tore off
halber,half
anvertraut,entrusted
leder,leather
ausser,except
verfehlt,unsuccessful
verehrte,Distinguished
schmutz,dirt
aufzuspüren,track down
stühle,chairs
rausbringen,bring out
komitee,committee
mamas,mamas
klarkommen,cope
propheten,propheten
durchsage,announcement
flora,flora
stiefvater,stepfather
grimm,wrath
lolle,lolle
faith,faith
auftreiben,raise
ernie,ernie
nationen,nations
ausgaben,expenditure
secret,secret
käpt,Käpt
rauskriegen,find out
entstand,originated
alarmstufe,alarm level
übersetzen,translate
griechenland,Greece
rüstung,armor
attentäter,assassin
tauben,deaf
gewohnheit,habit
mieses,lousy
kindermädchen,nanny
brenda,brenda
nervst,nervst
japanische,Japanese
bitch,bitch
nsa,nsa
werner,werner
beinhaltet,includes
donuts,donuts
abgefeuert,discharged
luther,Luther
davonkommen,get away
godzilla,godzilla
hinzufügen,Add
dreier,three
werwolf,werewolf
denver,Denver
hebe,lifted
ehrgeiz,ambition
aufenthaltsort,abode
hinreißend,adorably
gruß,greeting
borgia,borgia
howie,howie
mckay,mckay
dj,dj
nu,nu
zeichnung,drawing
geige,violin
fortsetzung,continuation
kotzt,pukes
glückstag,lucky day
japanisch,Japanese
archiv,archive
einholen,catch up
bush,bush
raushalten,stay out
verheimlicht,concealed
hacker,hacker
hingabe,dedication
uhren,watch
cyril,cyril
erobert,conquered
bandit,bandit
linien,lines
umzugehen,deal
roberto,roberto
vornamen,vornamen
tessa,Tessa
nerv,nerve
berührung,contact
ergreift,take
sattel,saddle
gelangweilt,bored
intakt,intact
isabella,isabella
poesie,poetry
pflegen,care for
belastet,loaded
reinlassen,let
yen,yen
geprügelt,beaten
perspektive,perspective
schreist,cry
sperma,sperm
hingelegt,put down
wildes,wild
begreifst,comprehend
marcie,marcie
ii,ii
metropolis,Metropolis
schildkröte,turtle
umzingelt,surrounded
buddha,Buddha
bonus,bonus
wagst,dare
spucken,spit
einlassen,let in
günstig,Cheap
yu,yu
lebenslänglich,Life Sentence
sloane,sloane
präzise,precise
bilde,fancy
sorgerecht,care
blinde,blind
gebot,bid
p,p
zurückzahlen,pay back
ameisen,ants
verleihen,to lend
bearbeitet,processed
riker,riker
deckel,cover
theresa,theresa
pentagon,Pentagon
frechheit,effrontery
sinkt,sinks
gastfreundschaft,hospitality
enthalten,contain
schwamm,sponge
glückliches,happy
sperrt,locks
cliff,cliff
healey,healey
container,Container
aufsetzen,put on
erhielten,received
ermöglicht,allows
erstellen,create
cesare,cesare
rausgeschmissen,kicked out
vorgefallen,happened
herbringen,bring here
freiwillige,voluntary
korrigieren,correct
leichnam,body
negative,negative
never,never
schwebt,floats
vorsichtiger,more careful
pilze,mushrooms
kürzer,shorter
bezahl,pay
behältst,Holds
erfüllung,fulfillment
verbündeten,ally
achtet,pays
meiden,avoid
ansichten,views
isoliert,isolated
ausschlag,rash
fünfzehn,fifteen
aufruhr,revolt
felder,fields
make,make
gesunde,healthy
toiletten,Toilets
schwierigen,difficult
crawford,crawford
quittung,receipt
portal,portal
gesetzes,act
großeltern,grandparents
mo,Mon.
investition,investment
raj,raj
schweiß,sweat
selbstvertrauen,self-confidence
geschluckt,swallowed
sendet,sends
aufgehängt,suspended
susie,susie
taschenlampe,flashlight
saint,saint
justiz,judiciary
jägerin,huntress
heer,army
neapel,Naples
illegalen,illegal
schuft,wretch
k.o.,whacked
rückt,moves
drohte,threatened
scheiss,shit
zurückkehrt,returns
verlangst,asking
zünden,ignite
ärgert,annoys
großteil,large part
instrument,instrument
codes,codes
herzogin,duchess
bumsen,fuck
aktivität,activity
entwickelte,developed
ronald,ronald
gegenmittel,antidote
reiches,rich
sheridan,sheridan
taktik,tactics
studien,studies
dramatisch,dramatic
potenzial,potential
anpassung,Adaptation
jugendliche,youth
ass,ass
zerstörte,destroyed
clowns,clowns
professionelle,professional
verlorenen,lost
gelingen,success
militärische,military
atlanta,Atlanta
richards,richards
ausgenutzt,exploited
maestro,maestro
